Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
CHACO,Libertad,Puerto Tirol,ADSL,22077040,369 
CHACO,Libertad,Puerto Tirol,CABLEMODEM,22077040,1 
CHACO,Libertad,Puerto Tirol,FIBRA OPTICA,22077040,479 
CHACO,Libertad,Puerto Tirol,WIRELESS,22077040,73 
CHACO,Libertador General San Martín,Ciervo Petiso,SATELITAL,22084010,1 
CHACO,Libertador General San Martín,Ciervo Petiso,WIRELESS,22084010,57 
CHACO,Libertador General San Martín,General José de San Martín,ADSL,22084020,69 
CHACO,Libertador General San Martín,General José de San Martín,CABLEMODEM,22084020,315 
CHACO,Libertador General San Martín,General José de San Martín,FIBRA OPTICA,22084020,"6,330 "
CHACO,Libertador General San Martín,General José de San Martín,WIRELESS,22084020,450 
CHACO,Libertador General San Martín,La Eduvigis,SATELITAL,22084030,1 
CHACO,Libertador General San Martín,Laguna Limpia,WIRELESS,22084040,89 
CHACO,Libertador General San Martín,Pampa Almirón,FIBRA OPTICA,22084050,26 
CHACO,Libertador General San Martín,Pampa Almirón,WIRELESS,22084050,50 
CHACO,Libertador General San Martín,Pampa del Indio,FIBRA OPTICA,22084060,25 
CHACO,Libertador General San Martín,Pampa del Indio,SATELITAL,22084060,2 
CHACO,Libertador General San Martín,Pampa del Indio,WIRELESS,22084060,742 
CHACO,Libertador General San Martín,Presidencia Roca,FIBRA OPTICA,22084070,504 
CHACO,Libertador General San Martín,Presidencia Roca,SATELITAL,22084070,2 
CHACO,Libertador General San Martín,Presidencia Roca,WIRELESS,22084070,46 
CHACO,Maipú,Tres Isletas,ADSL,22091010,193 
CHACO,Maipú,Tres Isletas,WIRELESS,22091010,57 
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,ADSL,22098010,66 
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,CABLEMODEM,22098010,73 
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,FIBRA OPTICA,22098010,553 
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,SATELITAL,22098010,1 
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,WIRELESS,22098010,625 
CHACO,Mayor Luis J. Fontana,Enrique Urién,FIBRA OPTICA,22098020,37 
CHACO,Mayor Luis J. Fontana,Villa Angela,ADSL,22098030,581 
CHACO,Mayor Luis J. Fontana,Villa Angela,CABLEMODEM,22098030,10 
CHACO,Mayor Luis J. Fontana,Villa Angela,FIBRA OPTICA,22098030,"5,577 "
CHACO,Mayor Luis J. Fontana,Villa Angela,WIRELESS,22098030,380 
CHACO,O Higgins,La Clotilde,CABLEMODEM,22112010,32 
CHACO,O Higgins,La Clotilde,FIBRA OPTICA,22112010,78 
CHACO,O Higgins,La Clotilde,Otros,22112010,116 
CHACO,O Higgins,La Clotilde,SATELITAL,22112010,1 
CHACO,O Higgins,La Tigra,Otros,22112020,252 
CHACO,O Higgins,La Tigra,SATELITAL,22112020,1 
CHACO,O Higgins,San Bernardo,ADSL,22112030,147 
CHACO,O Higgins,San Bernardo,FIBRA OPTICA,22112030,14 
CHACO,O Higgins,San Bernardo,Otros,22112030,38 
CHACO,O Higgins,San Bernardo,SATELITAL,22112030,3 
CHACO,OTROS,Otros,Otros,Sin Datos,24 
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,ADSL,22119010,101 
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,CABLEMODEM,22119010,598 
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,FIBRA OPTICA,22119010,133 
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,WIRELESS,22119010,1 
CHACO,Quitilipi,Quitilipi,ADSL,22133010,411 
CHACO,Quitilipi,Quitilipi,FIBRA OPTICA,22133010,69 
CHACO,Quitilipi,Quitilipi,WIRELESS,22133010,125 
CHACO,Quitilipi,Villa El Palmar,WIRELESS,22133020,99 
CHACO,San Fernando,Barranqueras,ADSL,22140010,115 
CHACO,San Fernando,Barranqueras,CABLEMODEM,22140010,"3,683 "
CHACO,San Fernando,Barranqueras,FIBRA OPTICA,22140010,147 
CHACO,San Fernando,Barranqueras,WIRELESS,22140010,15 
CHACO,San Fernando,Basail,ADSL,22140020,66 
CHACO,San Fernando,Basail,CABLEMODEM,22140020,67 
CHACO,San Fernando,Basail,SATELITAL,22140020,1 
CHACO,San Fernando,Basail,WIRELESS,22140020,57 
CHACO,San Fernando,Fontana,FIBRA OPTICA,22140040,179 
CHACO,San Fernando,Fontana,WIRELESS,22140040,225 
CHACO,San Fernando,OTROS,SATELITAL,Sin Datos,3 
CHACO,San Fernando,Puerto Vilelas,FIBRA OPTICA,22140050,9 
CHACO,San Fernando,Puerto Vilelas,SATELITAL,22140050,1 
CHACO,San Fernando,Puerto Vilelas,WIRELESS,22140050,1 
CHACO,San Fernando,Resistencia,ADSL,22140060,"2,811 "
CHACO,San Fernando,Resistencia,CABLEMODEM,22140060,"51,606 "
CHACO,San Fernando,Resistencia,DIAL UP,22140060,5 
CHACO,San Fernando,Resistencia,FIBRA OPTICA,22140060,"36,504 "
CHACO,San Fernando,Resistencia,Otros,22140060,2 
CHACO,San Fernando,Resistencia,SATELITAL,22140060,6 
CHACO,San Fernando,Resistencia,WIRELESS,22140060,93 
CHACO,San Lorenzo,Samuhú,SATELITAL,22147010,1 
CHACO,San Lorenzo,Villa Berthet,FIBRA OPTICA,22147020,32 
CHACO,San Lorenzo,Villa Berthet,SATELITAL,22147020,1 
CHACO,San Lorenzo,Villa Berthet,WIRELESS,22147020,898 
CHACO,Sargento Cabral,Capitán Solari,FIBRA OPTICA,22154010,81 
CHACO,Sargento Cabral,Colonia Elisa,SATELITAL,22154020,2 
CHACO,Sargento Cabral,Colonias Unidas,FIBRA OPTICA,22154030,394 
CHACO,Sargento Cabral,Colonias Unidas,WIRELESS,22154030,15 
CHACO,Sargento Cabral,Las Garcitas,SATELITAL,22154050,1 
CHACO,Sargento Cabral,Las Garcitas,WIRELESS,22154050,101 
CHACO,Tapenagá,Charadai,FIBRA OPTICA,22161010,27 
CHACO,Tapenagá,Charadai,SATELITAL,22161010,1 
CHUBUT,Biedma,Arroyo Verde,SATELITAL,26007010,1 
CHUBUT,Biedma,Puerto Madryn,ADSL,26007020,"2,850 "
CHUBUT,Biedma,Puerto Madryn,CABLEMODEM,26007020,"26,970 "
CHUBUT,Biedma,Puerto Madryn,DIAL UP,26007020,187 
CHUBUT,Biedma,Puerto Madryn,FIBRA OPTICA,26007020,"3,783 "
CHUBUT,Biedma,Puerto Madryn,Otros,26007020,"5,815 "
CHUBUT,Biedma,Puerto Madryn,SATELITAL,26007020,9 
CHUBUT,Biedma,Puerto Madryn,WIRELESS,26007020,"2,756 "
CHUBUT,Biedma,Puerto Pirámide,SATELITAL,26007030,1 
CHUBUT,Biedma,Puerto Pirámide,WIRELESS,26007030,106 
CHUBUT,Biedma,Quinta El Mirador,WIRELESS,26007040,22 
CHUBUT,Biedma,Reserva Area Protegida El Doradillo,WIRELESS,26007050,127 
CHUBUT,Cushamen,Cholila,DIAL UP,26014020,1 
CHUBUT,Cushamen,Cholila,SATELITAL,26014020,1 
CHUBUT,Cushamen,El Hoyo,ADSL,26014040,139 
CHUBUT,Cushamen,El Hoyo,FIBRA OPTICA,26014040,685 
CHUBUT,Cushamen,El Hoyo,WIRELESS,26014040,673 
CHUBUT,Cushamen,Epuyén,ADSL,26014060,"1,184 "
CHUBUT,Cushamen,Gualjaina,SATELITAL,26014070,2 
CHUBUT,Cushamen,Lago Puelo,ADSL,26014090,267 
CHUBUT,Cushamen,Lago Puelo,FIBRA OPTICA,26014090,180 
CHUBUT,Cushamen,Lago Puelo,WIRELESS,26014090,720 
CHUBUT,Cushamen,Leleque,SATELITAL,26014100,2 
CHUBUT,Escalante,Acceso Norte,SATELITAL,26021020,47 
CHUBUT,Escalante,Acceso Norte,WIRELESS,26021020,49 
CHUBUT,Escalante,Comodoro Rivadavia,ADSL,26021030,"11,887 "
CHUBUT,Escalante,Comodoro Rivadavia,CABLEMODEM,26021030,"17,343 "
CHUBUT,Escalante,Comodoro Rivadavia,DIAL UP,26021030,234 
CHUBUT,Escalante,Comodoro Rivadavia,FIBRA OPTICA,26021030,"9,098 "
CHUBUT,Escalante,Comodoro Rivadavia,Otros,26021030,163 
CHUBUT,Escalante,Comodoro Rivadavia,SATELITAL,26021030,37 
CHUBUT,Escalante,Comodoro Rivadavia,WIRELESS,26021030,"16,630 "
CHUBUT,Escalante,Diadema Argentina,WIRELESS,26021040,328 
CHUBUT,Escalante,Rada Tilly,ADSL,26021050,910 
CHUBUT,Escalante,Rada Tilly,DIAL UP,26021050,33 
CHUBUT,Escalante,Rada Tilly,FIBRA OPTICA,26021050,"1,206 "
CHUBUT,Escalante,Rada Tilly,Otros,26021050,20 
CHUBUT,Escalante,Rada Tilly,WIRELESS,26021050,418 
CHUBUT,Florentino Ameghino,Camarones,SATELITAL,26028010,1 
CHUBUT,Florentino Ameghino,Camarones,WIRELESS,26028010,208 
CHUBUT,Florentino Ameghino,Garayalde,WIRELESS,26028020,3 
CHUBUT,Futaleufú,Aldea Escolar,SATELITAL,26035010,2 
CHUBUT,Futaleufú,Corcovado,DIAL UP,26035020,1 
CHUBUT,Futaleufú,Corcovado,SATELITAL,26035020,2 
CHUBUT,Futaleufú,Esquel,ADSL,26035030,"3,136 "
CHUBUT,Futaleufú,Esquel,CABLEMODEM,26035030,"1,711 "
CHUBUT,Futaleufú,Esquel,DIAL UP,26035030,38 
CHUBUT,Futaleufú,Esquel,FIBRA OPTICA,26035030,1 
CHUBUT,Futaleufú,Esquel,Otros,26035030,1 
CHUBUT,Futaleufú,Esquel,SATELITAL,26035030,3 
CHUBUT,Futaleufú,Esquel,WIRELESS,26035030,"4,047 "
CHUBUT,Futaleufú,Los Cipreses,SATELITAL,26035050,2 
CHUBUT,Futaleufú,Trevelín,ADSL,26035060,425 
CHUBUT,Futaleufú,Trevelín,DIAL UP,26035060,18 
CHUBUT,Futaleufú,Trevelín,SATELITAL,26035060,1 
CHUBUT,Futaleufú,Trevelín,WIRELESS,26035060,"1,075 "
CHUBUT,Gaiman,28 de Julio,FIBRA OPTICA,26042040,12 
CHUBUT,Gaiman,28 de Julio,Otros,26042040,1 
CHUBUT,Gaiman,28 de Julio,SATELITAL,26042040,1 
CHUBUT,Gaiman,Dolavon,DIAL UP,26042020,3 
CHUBUT,Gaiman,Dolavon,FIBRA OPTICA,26042020,55 
CHUBUT,Gaiman,Dolavon,Otros,26042020,336 
CHUBUT,Gaiman,Dolavon,SATELITAL,26042020,1 
CHUBUT,Gaiman,Gaiman,ADSL,26042030,180 
CHUBUT,Gaiman,Gaiman,DIAL UP,26042030,14 
CHUBUT,Gaiman,Gaiman,FIBRA OPTICA,26042030,90 
CHUBUT,Gaiman,Gaiman,Otros,26042030,848 
CHUBUT,Gaiman,Gaiman,SATELITAL,26042030,2 
CHUBUT,Gaiman,OTROS,SATELITAL,Sin Datos,14 
CHUBUT,Gastre,Blancuntre,SATELITAL,26049010,1 
CHUBUT,Gastre,El Escorial,SATELITAL,26049020,1 
CHUBUT,Gastre,Gastre,WIRELESS,26049030,147 
CHUBUT,Gastre,Lagunita Salada,SATELITAL,26049040,1 
CHUBUT,Gastre,Lagunita Salada,WIRELESS,26049040,38 
CHUBUT,Gastre,Yala Laubat,SATELITAL,26049050,1 
CHUBUT,Languiñeo,Aldea Epulef,SATELITAL,26056010,1 
CHUBUT,Languiñeo,Aldea Epulef,WIRELESS,26056010,8 
CHUBUT,Languiñeo,Carrenleufú,SATELITAL,26056020,2 
CHUBUT,Languiñeo,Colan Conhue,SATELITAL,26056030,1 
CHUBUT,Languiñeo,Colan Conhue,WIRELESS,26056030,8 
CHUBUT,Languiñeo,Paso del Sapo,SATELITAL,26056040,1 
CHUBUT,Languiñeo,Paso del Sapo,WIRELESS,26056040,88 
CHUBUT,Languiñeo,Tecka,SATELITAL,26056050,1 
CHUBUT,Mártires,El Mirasol,SATELITAL,26063010,1 
CHUBUT,Mártires,Las Plumas,SATELITAL,26063020,1 
CHUBUT,Paso de Indios,Cerro Cóndor,CABLEMODEM,26070010,1 
CHUBUT,Paso de Indios,Cerro Cóndor,SATELITAL,26070010,1 
CHUBUT,Paso de Indios,Los Altares,SATELITAL,26070020,1 
CHUBUT,Paso de Indios,Los Altares,WIRELESS,26070020,1 
CHUBUT,Paso de Indios,Paso de Indios,SATELITAL,26070030,1 
CHUBUT,Rawson,Playa Magagna,CABLEMODEM,26077010,"1,700 "
CHUBUT,Rawson,Playa Magagna,WIRELESS,26077010,3 
CHUBUT,Rawson,Playa Unión,ADSL,26077020,536 
CHUBUT,Rawson,Playa Unión,CABLEMODEM,26077020,202 
CHUBUT,Rawson,Playa Unión,DIAL UP,26077020,11 
CHUBUT,Rawson,Playa Unión,FIBRA OPTICA,26077020,101 
CHUBUT,Rawson,Playa Unión,WIRELESS,26077020,421 
CHUBUT,Rawson,Rawson,ADSL,26077030,"1,418 "
CHUBUT,Rawson,Rawson,CABLEMODEM,26077030,"8,686 "
CHUBUT,Rawson,Rawson,DIAL UP,26077030,41 
CHUBUT,Rawson,Rawson,FIBRA OPTICA,26077030,774 
CHUBUT,Rawson,Rawson,Otros,26077030,300 
CHUBUT,Rawson,Rawson,SATELITAL,26077030,1 
CHUBUT,Rawson,Rawson,WIRELESS,26077030,508 
CHUBUT,Rawson,Trelew,ADSL,26077040,"1,493 "
CHUBUT,Rawson,Trelew,CABLEMODEM,26077040,"24,072 "
CHUBUT,Rawson,Trelew,DIAL UP,26077040,274 
CHUBUT,Rawson,Trelew,FIBRA OPTICA,26077040,"9,284 "
CHUBUT,Rawson,Trelew,Otros,26077040,"1,421 "
CHUBUT,Rawson,Trelew,SATELITAL,26077040,2 
CHUBUT,Rawson,Trelew,WIRELESS,26077040,"1,289 "
CHUBUT,Río Senguer,Aldea Apeleg,SATELITAL,26084010,1 
CHUBUT,Río Senguer,Aldea Apeleg,WIRELESS,26084010,1 
CHUBUT,Río Senguer,Aldea Beleiro,SATELITAL,26084020,1 
CHUBUT,Río Senguer,Alto Río Senguer,DIAL UP,26084030,1 
CHUBUT,Río Senguer,Alto Río Senguer,SATELITAL,26084030,3 
CHUBUT,Río Senguer,Alto Río Senguer,WIRELESS,26084030,1 
CHUBUT,Río Senguer,Doctor Ricardo Rojas,SATELITAL,26084040,1 
CHUBUT,Río Senguer,Facundo,SATELITAL,26084050,1 
CHUBUT,Río Senguer,Facundo,WIRELESS,26084050,41 
CHUBUT,Río Senguer,Lago Blanco,SATELITAL,26084060,1 
CHUBUT,Río Senguer,Río Mayo,ADSL,26084070,140 
CHUBUT,Río Senguer,Río Mayo,FIBRA OPTICA,26084070,4 
CHUBUT,Río Senguer,Río Mayo,SATELITAL,26084070,2 
CHUBUT,Río Senguer,Río Mayo,WIRELESS,26084070,621 
CHUBUT,Sarmiento,Buen Pasto,SATELITAL,26091010,1 
CHUBUT,Sarmiento,Sarmiento,ADSL,26091020,"1,390 "
CHUBUT,Sarmiento,Sarmiento,CABLEMODEM,26091020,1 
CHUBUT,Sarmiento,Sarmiento,FIBRA OPTICA,26091020,"1,243 "
CHUBUT,Sarmiento,Sarmiento,SATELITAL,26091020,1 
CHUBUT,Sarmiento,Sarmiento,WIRELESS,26091020,521 
CHUBUT,Tehuelches,Gobernador Costa,DIAL UP,26098020,1 
CHUBUT,Tehuelches,José de San Martín,SATELITAL,26098030,1 
CHUBUT,Tehuelches,Río Pico,SATELITAL,26098040,2 
CHUBUT,Telsen,Gan Gan,Otros,26105010,1 
CHUBUT,Telsen,Gan Gan,SATELITAL,26105010,1 
CHUBUT,Telsen,Gan Gan,WIRELESS,26105010,156 
CHUBUT,Telsen,Telsen,CABLEMODEM,26105020,18 
CHUBUT,Telsen,Telsen,SATELITAL,26105020,4 
CHUBUT,Telsen,Telsen,WIRELESS,26105020,104 
CORDOBA,Calamuchita,Amboy,WIRELESS,14007010,174 
CORDOBA,Calamuchita,Cañada del Sauce,ADSL,14007030,1 
CORDOBA,Calamuchita,Capilla Vieja,WIRELESS,14007040,20 
CORDOBA,Calamuchita,El Corcovado - El Torreón,ADSL,14007050,52 
CORDOBA,Calamuchita,El Corcovado - El Torreón,WIRELESS,14007050,30 
CORDOBA,Calamuchita,Embalse,FIBRA OPTICA,14007060,"1,566 "
CORDOBA,Calamuchita,Embalse,SATELITAL,14007060,1 
CORDOBA,Calamuchita,Embalse,WIRELESS,14007060,"1,926 "
CORDOBA,Calamuchita,La Cruz,ADSL,14007070,8 
CORDOBA,Calamuchita,La Cruz,WIRELESS,14007070,396 
CORDOBA,Calamuchita,La Cumbrecita,Otros,14007080,1 
CORDOBA,Calamuchita,La Cumbrecita,WIRELESS,14007080,250 
CORDOBA,Calamuchita,Las Bajadas,WIRELESS,14007090,27 
CORDOBA,Calamuchita,Las Caleras,WIRELESS,14007100,7 
CORDOBA,Calamuchita,Los Cóndores,ADSL,14007110,423 
CORDOBA,Calamuchita,Los Cóndores,SATELITAL,14007110,1 
CORDOBA,Calamuchita,Los Cóndores,WIRELESS,14007110,510 
CORDOBA,Calamuchita,Los Molinos,WIRELESS,14007120,52 
CORDOBA,Calamuchita,Los Reartes,ADSL,14007130,23 
CORDOBA,Calamuchita,Los Reartes,FIBRA OPTICA,14007130,608 
CORDOBA,Calamuchita,Los Reartes,SATELITAL,14007130,1 
CORDOBA,Calamuchita,Los Reartes,WIRELESS,14007130,614 
CORDOBA,Calamuchita,Río de los Sauces,WIRELESS,14007170,2 
CORDOBA,Calamuchita,San Agustín,ADSL,14007180,110 
CORDOBA,Calamuchita,San Agustín,WIRELESS,14007180,1 
CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),WIRELESS,14007190,19 
CORDOBA,Calamuchita,San Ignacio (Loteo Vélez Crespo),WIRELESS,14007170,9 
CORDOBA,Calamuchita,Santa Monica,WIRELESS,14007170,106 
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,ADSL,14007210,526 
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,CABLEMODEM,14007210,"1,805 "
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,FIBRA OPTICA,14007210,279 
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,WIRELESS,14007210,"3,460 "
CORDOBA,Calamuchita,Segunda Usina,WIRELESS,14007220,73 
CORDOBA,Calamuchita,Villa Alpina,WIRELESS,14007240,5 
CORDOBA,Calamuchita,Villa Amancay,WIRELESS,14007250,229 
CORDOBA,Calamuchita,Villa Berna,ADSL,14007260,32 
CORDOBA,Calamuchita,Villa Berna,WIRELESS,14007260,15 
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,CABLEMODEM,14007170,497 
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,WIRELESS,14007170,160 
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),WIRELESS,14007270,256 
CORDOBA,Calamuchita,Villa del Dique,ADSL,14007290,555 
CORDOBA,Calamuchita,Villa del Dique,FIBRA OPTICA,14007290,256 
CORDOBA,Calamuchita,Villa del Dique,Otros,14007290,128 
CORDOBA,Calamuchita,Villa del Dique,WIRELESS,14007290,974 
CORDOBA,Calamuchita,Villa General Belgrano,CABLEMODEM,14007310,254 
CORDOBA,Calamuchita,Villa General Belgrano,Otros,14007310,1 
CORDOBA,Calamuchita,Villa General Belgrano,SATELITAL,14007310,1 
CORDOBA,Calamuchita,Villa General Belgrano,WIRELESS,14007310,"1,258 "
CORDOBA,Calamuchita,Villa Quillinzo,WIRELESS,14007330,147 
CORDOBA,Calamuchita,Villa Rumipal,FIBRA OPTICA,14007340,47 
CORDOBA,Calamuchita,Villa Rumipal,WIRELESS,14007340,979 
CORDOBA,Calamuchita,Villa San Miguel,WIRELESS,14007170,5 
CORDOBA,Calamuchita,Villa Yacanto,WIRELESS,14007360,135 
CORDOBA,Capital,Córdoba,ADSL,14014010,"25,694 "
CORDOBA,Capital,Córdoba,CABLEMODEM,14014010,"201,121 "
CORDOBA,Capital,Córdoba,DIAL UP,14014010,42 
CORDOBA,Capital,Córdoba,FIBRA OPTICA,14014010,"292,472 "
CORDOBA,Capital,Córdoba,Otros,14014010,"1,218 "
CORDOBA,Capital,Córdoba,SATELITAL,14014010,11 
CORDOBA,Capital,Córdoba,WIRELESS,14014010,"4,356 "
CORDOBA,Capital,OTROS,WIRELESS,Sin Datos,695 
CORDOBA,Colón,Agua de Oro,ADSL,14021010,370 
CORDOBA,Colón,Agua de Oro,FIBRA OPTICA,14021010,65 
CORDOBA,Colón,Agua de Oro,WIRELESS,14021010,65 
CORDOBA,Colón,Ascochinga,ADSL,14021020,116 
CORDOBA,Colón,Ascochinga,FIBRA OPTICA,14021020,1 
CORDOBA,Colón,Colonia Caroya,ADSL,14021050,626 
CORDOBA,Colón,Colonia Caroya,CABLEMODEM,14021050,567 
CORDOBA,Colón,Colonia Caroya,FIBRA OPTICA,14021050,"7,194 "
CORDOBA,Colón,Colonia Caroya,WIRELESS,14021050,42 
CORDOBA,Colón,El Manzano,ADSL,14021110,125 
CORDOBA,Colón,El Manzano,WIRELESS,14021110,20 
CORDOBA,Colón,General Paz,ADSL,14021130,157 
CORDOBA,Colón,Jesús María,ADSL,14021140,645 
CORDOBA,Colón,Jesús María,CABLEMODEM,14021140,"3,840 "
CORDOBA,Colón,Jesús María,FIBRA OPTICA,14021140,"7,917 "
CORDOBA,Colón,Jesús María,WIRELESS,14021140,23 
CORDOBA,Colón,La Calera,ADSL,14021150,961 
CORDOBA,Colón,La Calera,CABLEMODEM,14021150,"7,681 "
CORDOBA,Colón,La Calera,FIBRA OPTICA,14021150,"1,013 "
CORDOBA,Colón,La Calera,Otros,14021150,316 
CORDOBA,Colón,La Calera,SATELITAL,14021150,1 
CORDOBA,Colón,La Calera,WIRELESS,14021150,496 
CORDOBA,Colón,La Granja,ADSL,14021160,382 
CORDOBA,Colón,La Granja,WIRELESS,14021160,26 
CORDOBA,Colón,Los Molles,SATELITAL,14021180,2 
CORDOBA,Colón,Malvinas Argentinas,ADSL,14021190,343 
CORDOBA,Colón,Malvinas Argentinas,WIRELESS,14021190,229 
CORDOBA,Colón,Mendiolaza,ADSL,14021200,696 
CORDOBA,Colón,Mendiolaza,CABLEMODEM,14021200,"3,206 "
CORDOBA,Colón,Mendiolaza,FIBRA OPTICA,14021200,807 
CORDOBA,Colón,Mendiolaza,Otros,14021200,2 
CORDOBA,Colón,Mendiolaza,WIRELESS,14021200,195 
CORDOBA,Colón,Mi Granja,FIBRA OPTICA,14021210,4 
CORDOBA,Colón,OTROS,WIRELESS,Sin Datos,287 
CORDOBA,Colón,Pajas Blancas,WIRELESS,14021220,19 
CORDOBA,Colón,Río Ceballos,ADSL,14021230,998 
CORDOBA,Colón,Río Ceballos,CABLEMODEM,14021230,"6,418 "
CORDOBA,Colón,Río Ceballos,FIBRA OPTICA,14021230,18 
CORDOBA,Colón,Río Ceballos,Otros,14021230,1 
CORDOBA,Colón,Río Ceballos,SATELITAL,14021230,1 
CORDOBA,Colón,Río Ceballos,WIRELESS,14021230,444 
CORDOBA,Colón,Saldán,ADSL,14021240,21 
CORDOBA,Colón,Saldán,CABLEMODEM,14021240,"3,897 "
CORDOBA,Colón,Saldán,FIBRA OPTICA,14021240,30 
CORDOBA,Colón,Saldán,WIRELESS,14021240,270 
CORDOBA,Colón,Salsipuedes,ADSL,14021250,891 
CORDOBA,Colón,Salsipuedes,CABLEMODEM,14021250,582 
CORDOBA,Colón,Salsipuedes,FIBRA OPTICA,14021250,602 
CORDOBA,Colón,Salsipuedes,SATELITAL,14021250,1 
CORDOBA,Colón,Salsipuedes,WIRELESS,14021250,387 
CORDOBA,Colón,Unquillo,ADSL,14021280,"1,883 "
CORDOBA,Colón,Unquillo,CABLEMODEM,14021280,976 
CORDOBA,Colón,Unquillo,FIBRA OPTICA,14021280,"1,032 "
